device_id,device_name,sample_time,variable,value
20001,Uruguaiana I,2026-09-02 03:15:00,Active Power,
20001,Uruguaiana I,2026-09-02 03:20:00,Active Power,
20001,Uruguaiana I,2026-09-02 03:25:00,Active Power,
20001,Uruguaiana I,2026-09-02 03:30:00,Active Power,
20001,Uruguaiana I,2026-09-02 03:35:00,Active Power,
20001,Uruguaiana I,2026-09-02 03:40:00,Active Power,
20001,Uruguaiana I,2026-09-02 03:45:00,Active Power,
20001,Uruguaiana I,2026-09-02 03:50:00,Active Power,
20001,Uruguaiana I,2026-09-02 03:55:00,Active Power,
20001,Uruguaiana I,2026-09-02 04:00:00,Active Power,
20001,Uruguaiana I,2026-09-02 04:05:00,Active Power,
20001,Uruguaiana I,2026-09-02 04:10:00,Active Power,
20001,Uruguaiana I,2026-09-02 04:15:00,Active Power,
20001,Uruguaiana I,2026-09-02 04:20:00,Active Power,
20001,Uruguaiana I,2026-09-02 04:25:00,Active Power,
20001,Uruguaiana I,2026-09-02 04:30:00,Active Power,
20001,Uruguaiana I,2026-09-02 04:35:00,Active Power,
20001,Uruguaiana I,2026-09-02 04:40:00,Active Power,
20001,Uruguaiana I,2026-09-02 04:45:00,Active Power,
20001,Uruguaiana I,2026-09-02 04:50:00,Active Power,
20001,Uruguaiana I,2026-09-02 04:55:00,Active Power,
20001,Uruguaiana I,2026-09-02 05:00:00,Active Power,
20001,Uruguaiana I,2026-09-02 05:05:00,Active Power,
20001,Uruguaiana I,2026-09-02 05:10:00,Active Power,
20001,Uruguaiana I,2026-09-02 05:15:00,Active Power,
20001,Uruguaiana I,2026-09-02 05:20:00,Active Power,
20001,Uruguaiana I,2026-09-02 05:25:00,Active Power,
20001,Uruguaiana I,2026-09-02 05:30:00,Active Power,
20001,Uruguaiana I,2026-09-02 05:35:00,Active Power,
20001,Uruguaiana I,2026-09-02 05:40:00,Active Power,
20001,Uruguaiana I,2026-09-02 05:45:00,Active Power,
20001,Uruguaiana I,2026-09-02 05:50:00,Active Power,
20001,Uruguaiana I,2026-09-02 05:55:00,Active Power,
20001,Uruguaiana I,2026-09-02 06:00:00,Active Power,
20001,Uruguaiana I,2026-09-02 06:05:00,Active Power,
20001,Uruguaiana I,2026-09-02 06:10:00,Active Power,
20001,Uruguaiana I,2026-09-02 06:15:00,Active Power,
20001,Uruguaiana I,2026-09-02 06:20:00,Active Power,
20001,Uruguaiana I,2026-09-02 06:25:00,Active Power,
20001,Uruguaiana I,2026-09-02 06:30:00,Active Power,
20001,Uruguaiana I,2026-09-02 06:35:00,Active Power,
20001,Uruguaiana I,2026-09-02 06:40:00,Active Power,
20001,Uruguaiana I,2026-09-02 06:45:00,Active Power,
20001,Uruguaiana I,2026-09-02 06:50:00,Active Power,
20001,Uruguaiana I,2026-09-02 06:55:00,Active Power,0
20001,Uruguaiana I,2026-09-02 07:00:00,Active Power,0.2376
20001,Uruguaiana I,2026-09-02 07:05:00,Active Power,0.5948
20001,Uruguaiana I,2026-09-02 07:10:00,Active Power,30.831499999999995
20001,Uruguaiana I,2026-09-02 07:15:00,Active Power,85.74976333333332
20001,Uruguaiana I,2026-09-02 07:20:00,Active Power,181.22570000000005
20001,Uruguaiana I,2026-09-02 07:25:00,Active Power,304.05480000000006
20001,Uruguaiana I,2026-09-02 07:30:00,Active Power,451.58900000000006
20001,Uruguaiana I,2026-09-02 07:35:00,Active Power,624.3240000000001
20001,Uruguaiana I,2026-09-02 07:40:00,Active Power,808.1847
20001,Uruguaiana I,2026-09-02 07:45:00,Active Power,1004.4916000000002
20001,Uruguaiana I,2026-09-02 07:50:00,Active Power,1238.4362000000003
20001,Uruguaiana I,2026-09-02 07:55:00,Active Power,1523.2179999999998
20001,Uruguaiana I,2026-09-02 08:00:00,Active Power,1773.5396000000003
20001,Uruguaiana I,2026-09-02 08:05:00,Active Power,1682.209386666667
20001,Uruguaiana I,2026-09-02 08:10:00,Active Power,1608.6521999999998
20001,Uruguaiana I,2026-09-02 08:15:00,Active Power,2467.7996
20001,Uruguaiana I,2026-09-02 08:20:00,Active Power,2859.3549000000003
20001,Uruguaiana I,2026-09-02 08:25:00,Active Power,3301.4701999999997
20001,Uruguaiana I,2026-09-02 08:30:00,Active Power,3644.2575999999995
20001,Uruguaiana I,2026-09-02 08:35:00,Active Power,3982.8984000000005
20001,Uruguaiana I,2026-09-02 08:40:00,Active Power,4207.9865
20001,Uruguaiana I,2026-09-02 08:45:00,Active Power,4313.0162
20001,Uruguaiana I,2026-09-02 08:50:00,Active Power,4361.8562999999995
20001,Uruguaiana I,2026-09-02 08:55:00,Active Power,4409.515573333332
20001,Uruguaiana I,2026-09-02 09:00:00,Active Power,4456.7826000000005
20001,Uruguaiana I,2026-09-02 09:05:00,Active Power,4495.947700000001
20001,Uruguaiana I,2026-09-02 09:10:00,Active Power,4536.796
20001,Uruguaiana I,2026-09-02 09:15:00,Active Power,4563.407700000001
20001,Uruguaiana I,2026-09-02 09:20:00,Active Power,4579.206099999999
20001,Uruguaiana I,2026-09-02 09:25:00,Active Power,4588.5276
20001,Uruguaiana I,2026-09-02 09:30:00,Active Power,4595.907
20001,Uruguaiana I,2026-09-02 09:35:00,Active Power,4606.5672
20001,Uruguaiana I,2026-09-02 09:40:00,Active Power,4619.1273
20001,Uruguaiana I,2026-09-02 09:45:00,Active Power,4628.713299999999
20001,Uruguaiana I,2026-09-02 09:50:00,Active Power,4645.017000000001
20001,Uruguaiana I,2026-09-02 09:55:00,Active Power,4657.301700000001
20001,Uruguaiana I,2026-09-02 10:00:00,Active Power,4659.61
20001,Uruguaiana I,2026-09-02 10:05:00,Active Power,4663.3612
20001,Uruguaiana I,2026-09-02 10:10:00,Active Power,4660.8433
20001,Uruguaiana I,2026-09-02 10:15:00,Active Power,4655.634099999999
20001,Uruguaiana I,2026-09-02 10:20:00,Active Power,4644.2938
20001,Uruguaiana I,2026-09-02 10:25:00,Active Power,4637.173700000001
20001,Uruguaiana I,2026-09-02 10:30:00,Active Power,4626.814843333334
20001,Uruguaiana I,2026-09-02 10:35:00,Active Power,4610.658663333334
20001,Uruguaiana I,2026-09-02 10:40:00,Active Power,4602.484476666667
20001,Uruguaiana I,2026-09-02 10:45:00,Active Power,4604.588310000001
20001,Uruguaiana I,2026-09-02 10:50:00,Active Power,4608.963216666667
20001,Uruguaiana I,2026-09-02 10:55:00,Active Power,4608.180946666666
20001,Uruguaiana I,2026-09-02 11:00:00,Active Power,4599.361553333334
20001,Uruguaiana I,2026-09-02 11:05:00,Active Power,4594.1523799999995
20001,Uruguaiana I,2026-09-02 11:10:00,Active Power,4587.424163333334
20001,Uruguaiana I,2026-09-02 11:15:00,Active Power,4585.419803333335
20001,Uruguaiana I,2026-09-02 11:20:00,Active Power,4575.9265466666675
20001,Uruguaiana I,2026-09-02 11:25:00,Active Power,4563.16518
20001,Uruguaiana I,2026-09-02 11:30:00,Active Power,4550.037060000001
20001,Uruguaiana I,2026-09-02 11:35:00,Active Power,4552.07408
20001,Uruguaiana I,2026-09-02 11:40:00,Active Power,4543.924876666667
20001,Uruguaiana I,2026-09-02 11:45:00,Active Power,4534.241073333334
20001,Uruguaiana I,2026-09-02 11:50:00,Active Power,4524.993466666667
20001,Uruguaiana I,2026-09-02 11:55:00,Active Power,4523.164606666666
20001,Uruguaiana I,2026-09-02 12:00:00,Active Power,4515.63236
20001,Uruguaiana I,2026-09-02 12:05:00,Active Power,4506.9204433333325
20001,Uruguaiana I,2026-09-02 12:10:00,Active Power,4498.92829
20001,Uruguaiana I,2026-09-02 12:15:00,Active Power,4498.084016666668
20001,Uruguaiana I,2026-09-02 12:20:00,Active Power,4497.210223333333
20001,Uruguaiana I,2026-09-02 12:25:00,Active Power,4484.21739
20001,Uruguaiana I,2026-09-02 12:30:00,Active Power,4481.304673333333
20001,Uruguaiana I,2026-09-02 12:35:00,Active Power,4473.668473333334
20001,Uruguaiana I,2026-09-02 12:40:00,Active Power,4488.624096666666
20001,Uruguaiana I,2026-09-02 12:45:00,Active Power,4491.954016666667
20001,Uruguaiana I,2026-09-02 12:50:00,Active Power,4489.20728
20001,Uruguaiana I,2026-09-02 12:55:00,Active Power,4506.977046666668
20001,Uruguaiana I,2026-09-02 13:00:00,Active Power,4515.409276666666
20001,Uruguaiana I,2026-09-02 13:05:00,Active Power,4512.585323333334
20001,Uruguaiana I,2026-09-02 13:10:00,Active Power,4507.644466666666
20001,Uruguaiana I,2026-09-02 13:15:00,Active Power,4533.994626666667
20001,Uruguaiana I,2026-09-02 13:20:00,Active Power,4539.372413333334
20001,Uruguaiana I,2026-09-02 13:25:00,Active Power,4539.797633333333
20001,Uruguaiana I,2026-09-02 13:30:00,Active Power,4542.84637
20001,Uruguaiana I,2026-09-02 13:35:00,Active Power,4549.424063333333
20001,Uruguaiana I,2026-09-02 13:40:00,Active Power,4555.526146666667
20001,Uruguaiana I,2026-09-02 13:45:00,Active Power,4458.006933333334
20001,Uruguaiana I,2026-09-02 13:50:00,Active Power,4544.308236666667
20001,Uruguaiana I,2026-09-02 13:55:00,Active Power,4563.028650000001
20001,Uruguaiana I,2026-09-02 14:00:00,Active Power,4558.422343333334
20001,Uruguaiana I,2026-09-02 14:05:00,Active Power,4556.336776666667
20001,Uruguaiana I,2026-09-02 14:10:00,Active Power,4544.9608800000005
20001,Uruguaiana I,2026-09-02 14:15:00,Active Power,4554.981813333335
20001,Uruguaiana I,2026-09-02 14:20:00,Active Power,4565.707976666667
20001,Uruguaiana I,2026-09-02 14:25:00,Active Power,4569.342454849498
20001,Uruguaiana I,2026-09-02 14:30:00,Active Power,4572.396016666667
20001,Uruguaiana I,2026-09-02 14:35:00,Active Power,4587.653046666666
20001,Uruguaiana I,2026-09-02 14:40:00,Active Power,4588.806576666667
20001,Uruguaiana I,2026-09-02 14:45:00,Active Power,4603.584527045708
20001,Uruguaiana I,2026-09-02 14:50:00,Active Power,4565.786106666667
20001,Uruguaiana I,2026-09-02 14:55:00,Active Power,4612.384743021182
20001,Uruguaiana I,2026-09-02 15:00:00,Active Power,4624.783623333334
20001,Uruguaiana I,2026-09-02 15:05:00,Active Power,4618.954406666666
20001,Uruguaiana I,2026-09-02 15:10:00,Active Power,4628.397566666666
20001,Uruguaiana I,2026-09-02 15:15:00,Active Power,4630.559573333335
20001,Uruguaiana I,2026-09-02 15:20:00,Active Power,4637.357416666666
20001,Uruguaiana I,2026-09-02 15:25:00,Active Power,4638.048446666667
20001,Uruguaiana I,2026-09-02 15:30:00,Active Power,4650.279616811594
20001,Uruguaiana I,2026-09-02 15:35:00,Active Power,4637.135350000001
20001,Uruguaiana I,2026-09-02 15:40:00,Active Power,4643.220699999999
20001,Uruguaiana I,2026-09-02 15:45:00,Active Power,4647.867636666666
20001,Uruguaiana I,2026-09-02 15:50:00,Active Power,4646.92951
20001,Uruguaiana I,2026-09-02 15:55:00,Active Power,4627.775986666667
20001,Uruguaiana I,2026-09-02 16:00:00,Active Power,
20001,Uruguaiana I,2026-09-02 16:05:00,Active Power,
20001,Uruguaiana I,2026-09-02 16:10:00,Active Power,
20001,Uruguaiana I,2026-09-02 16:15:00,Active Power,
20001,Uruguaiana I,2026-09-02 16:20:00,Active Power,
20001,Uruguaiana I,2026-09-02 16:25:00,Active Power,
20001,Uruguaiana I,2026-09-02 16:30:00,Active Power,
20001,Uruguaiana I,2026-09-02 16:35:00,Active Power,
20001,Uruguaiana I,2026-09-02 16:40:00,Active Power,
20001,Uruguaiana I,2026-09-02 16:45:00,Active Power,
20001,Uruguaiana I,2026-09-02 16:50:00,Active Power,
20001,Uruguaiana I,2026-09-02 16:55:00,Active Power,
20001,Uruguaiana I,2026-09-02 17:00:00,Active Power,
20001,Uruguaiana I,2026-09-02 17:05:00,Active Power,
20001,Uruguaiana I,2026-09-02 17:10:00,Active Power,
20001,Uruguaiana I,2026-09-02 17:15:00,Active Power,
20001,Uruguaiana I,2026-09-02 17:20:00,Active Power,
20001,Uruguaiana I,2026-09-02 17:25:00,Active Power,
20001,Uruguaiana I,2026-09-02 17:30:00,Active Power,
20001,Uruguaiana I,2026-09-02 17:35:00,Active Power,
20001,Uruguaiana I,2026-09-02 17:40:00,Active Power,
20001,Uruguaiana I,2026-09-02 17:45:00,Active Power,
20001,Uruguaiana I,2026-09-02 17:50:00,Active Power,
20001,Uruguaiana I,2026-09-02 17:55:00,Active Power,
20001,Uruguaiana I,2026-09-02 18:00:00,Active Power,
20001,Uruguaiana I,2026-09-02 18:05:00,Active Power,
20001,Uruguaiana I,2026-09-02 18:10:00,Active Power,
20001,Uruguaiana I,2026-09-02 18:15:00,Active Power,
20001,Uruguaiana I,2026-09-02 18:20:00,Active Power,
20001,Uruguaiana I,2026-09-02 18:25:00,Active Power,
20001,Uruguaiana I,2026-09-02 18:30:00,Active Power,
20001,Uruguaiana I,2026-09-02 18:35:00,Active Power,
20001,Uruguaiana I,2026-09-02 18:40:00,Active Power,
20001,Uruguaiana I,2026-09-02 18:45:00,Active Power,
20001,Uruguaiana I,2026-09-02 18:50:00,Active Power,
20001,Uruguaiana I,2026-09-02 18:55:00,Active Power,
20001,Uruguaiana I,2026-09-02 19:00:00,Active Power,
20001,Uruguaiana I,2026-09-02 19:05:00,Active Power,
20001,Uruguaiana I,2026-09-02 19:10:00,Active Power,
20001,Uruguaiana I,2026-09-02 19:15:00,Active Power,
20001,Uruguaiana I,2026-09-02 19:20:00,Active Power,
20001,Uruguaiana I,2026-09-02 19:25:00,Active Power,
20001,Uruguaiana I,2026-09-02 19:30:00,Active Power,
20001,Uruguaiana I,2026-09-02 19:35:00,Active Power,
20001,Uruguaiana I,2026-09-02 19:40:00,Active Power,
20001,Uruguaiana I,2026-09-02 19:45:00,Active Power,
20001,Uruguaiana I,2026-09-02 19:50:00,Active Power,
20001,Uruguaiana I,2026-09-02 19:55:00,Active Power,
20001,Uruguaiana I,2026-09-02 20:00:00,Active Power,
20001,Uruguaiana I,2026-09-02 20:05:00,Active Power,
20001,Uruguaiana I,2026-09-02 20:10:00,Active Power,
20001,Uruguaiana I,2026-09-02 20:15:00,Active Power,
20001,Uruguaiana I,2026-09-02 20:20:00,Active Power,
20001,Uruguaiana I,2026-09-02 20:25:00,Active Power,
20001,Uruguaiana I,2026-09-02 20:30:00,Active Power,
20001,Uruguaiana I,2026-09-02 20:35:00,Active Power,
20001,Uruguaiana I,2026-09-02 20:40:00,Active Power,
20001,Uruguaiana I,2026-09-02 20:45:00,Active Power,
20001,Uruguaiana I,2026-09-02 20:50:00,Active Power,
20001,Uruguaiana I,2026-09-02 20:55:00,Active Power,
20001,Uruguaiana I,2026-09-02 21:00:00,Active Power,
20001,Uruguaiana I,2026-09-02 21:05:00,Active Power,
20001,Uruguaiana I,2026-09-02 21:10:00,Active Power,
20001,Uruguaiana I,2026-09-02 21:15:00,Active Power,
20001,Uruguaiana I,2026-09-02 21:20:00,Active Power,
20001,Uruguaiana I,2026-09-02 21:25:00,Active Power,
20001,Uruguaiana I,2026-09-02 21:30:00,Active Power,
20001,Uruguaiana I,2026-09-02 21:35:00,Active Power,
20001,Uruguaiana I,2026-09-02 21:40:00,Active Power,
20001,Uruguaiana I,2026-09-02 21:45:00,Active Power,
20001,Uruguaiana I,2026-09-02 21:50:00,Active Power,
20001,Uruguaiana I,2026-09-02 21:55:00,Active Power,
20001,Uruguaiana I,2026-09-02 22:00:00,Active Power,
20001,Uruguaiana I,2026-09-02 22:05:00,Active Power,
20001,Uruguaiana I,2026-09-02 22:10:00,Active Power,
20001,Uruguaiana I,2026-09-02 22:15:00,Active Power,
20001,Uruguaiana I,2026-09-02 22:20:00,Active Power,
20001,Uruguaiana I,2026-09-02 22:25:00,Active Power,
20001,Uruguaiana I,2026-09-02 22:30:00,Active Power,
20001,Uruguaiana I,2026-09-02 22:35:00,Active Power,
20001,Uruguaiana I,2026-09-02 22:40:00,Active Power,
20001,Uruguaiana I,2026-09-02 22:45:00,Active Power,
20001,Uruguaiana I,2026-09-02 22:50:00,Active Power,
20001,Uruguaiana I,2026-09-02 22:55:00,Active Power,
20001,Uruguaiana I,2026-09-02 23:00:00,Active Power,
20001,Uruguaiana I,2026-09-02 23:05:00,Active Power,
20001,Uruguaiana I,2026-09-02 23:10:00,Active Power,
20001,Uruguaiana I,2026-09-02 23:15:00,Active Power,
20001,Uruguaiana I,2026-09-02 23:20:00,Active Power,
20001,Uruguaiana I,2026-09-02 23:25:00,Active Power,
20001,Uruguaiana I,2026-09-02 23:30:00,Active Power,
20001,Uruguaiana I,2026-09-02 23:35:00,Active Power,
20001,Uruguaiana I,2026-09-02 23:40:00,Active Power,
20001,Uruguaiana I,2026-09-02 23:45:00,Active Power,
20001,Uruguaiana I,2026-09-02 23:50:00,Active Power,
20001,Uruguaiana I,2026-09-02 23:55:00,Active Power,
20001,Uruguaiana I,2026-09-03 00:00:00,Active Power,
